Suburb;Address;Rooms;Type;Price;Method;SellerG;Date;Distance;Postcode;Bedroom2;Bathroom;Car;Landsize;Lattitude;Longtitude;Pool;Other space
Rosanna;154 Grandview Gr;4;h;1380000.0;S;Fletchers;08/04/2017;11.4;3084.0;4.0;2.0;2.0;607.0;-377.334;1.450.631;False;shed/cinema/jacuzzi
Rosanna;34 Haughton Pde;4;h;1150000.0;SP;Miles;13/05/2017;11.4;3084.0;4.0;1.0;2.0;672.0;-377.438;1.450.769;False;shed/cinema/jacuzzi
Rosanna;35 Thomson Dr;4;h;1160000.0;S;Barry;20/05/2017;11.4;3084.0;4.0;2.0;2.0;613.0;-377.323;1.450.692;False;shed/cinema/jacuzzi
Rosanna;7/4 Banyule Rd;2;u;615000.0;S;Miles;29/04/2017;11.4;3084.0;2.0;1.0;1.0;190.0;-377.437;1.450.729;False;shed/cinema/jacuzzi
Rosanna;5 Finlayson St;3;h;940000.0;VB;Miles;29/04/2017;11.4;3084.0;3.0;2.0;2.0;581.0;-377.399;1.450.681;False;shed/cinema/jacuzzi
Seddon;199 Buckley St;2;h;665000.0;PI;Village;13/05/2017;6.6;3011.0;2.0;1.0;0.0;269.0;-378.026;1.448.882;False;shed/cinema/jacuzzi
Seddon;29 Tennyson St;3;h;950000.0;S;Village;13/05/2017;6.6;3011.0;3.0;1.0;0.0;220.0;-378.077;1.448.883;False;shed/cinema/jacuzzi
Seddon;4 Henry St;2;h;1085000.0;S;Village;20/05/2017;6.6;3011.0;2.0;1.0;2.0;249.0;-378.052;1.448.879;False;shed/cinema/jacuzzi
Seddon;3 Walter St;3;h;847000.0;S;Jas;20/05/2017;6.6;3011.0;3.0;1.0;1.0;205.0;-378.053;1.448.967;False;shed/cinema/jacuzzi
Seddon;68 Windsor St;2;h;785000.0;S;hockingstuart;20/05/2017;6.6;3011.0;2.0;1.0;1.0;116.0;-378.046;144.891;False;shed/cinema/jacuzzi
South Melbourne;20 Glover St;3;h;2240000.0;S;Greg;06/05/2017;2.1;3205.0;3.0;2.0;1.0;197.0;-378.395;1.449.489;False;shed/cinema/jacuzzi
South Melbourne;28 Nelson Pl;3;h;2050000.0;PI;Marshall;06/05/2017;2.1;3205.0;3.0;2.0;1.0;230.0;-378.373;1.449.527;False;shed/cinema/jacuzzi
South Melbourne;8/192 Cecil St;1;u;460000.0;S;hockingstuart;08/04/2017;2.1;3205.0;1.0;1.0;1.0;0.0;-378.344;1.449.581;False;shed/cinema/jacuzzi
South Melbourne;5 Park Pl;2;u;650000.0;VB;hockingstuart;08/04/2017;2.1;3205.0;2.0;1.0;0.0;438.0;-378.353;1.449.599;False;shed/cinema/jacuzzi
South Melbourne;24B Dow St;2;t;1100000.0;S;Marshall;13/05/2017;2.1;3205.0;2.0;1.0;1.0;327.0;-378.351;144.964;False;shed/cinema/jacuzzi
South Melbourne;27 Lyell St;3;h;1820000.0;S;WHITEFOX;13/05/2017;2.1;3205.0;3.0;1.0;1.0;204.0;-378.365;1.449.497;False;shed/cinema/jacuzzi
South Melbourne;13 Martin St;3;h;1780000.0;S;Buxton;20/05/2017;2.1;3205.0;3.0;2.0;2.0;202.0;-37.837;1.449.585;False;shed/cinema/jacuzzi
South Melbourne;55 Cobden St;2;h;1024000.0;S;Williams;22/04/2017;2.1;3205.0;2.0;1.0;0.0;102.0;-378.355;1.449.675;False;shed/cinema/jacuzzi
South Melbourne;53/39 Dorcas St;3;u;680000.0;VB;Greg;22/04/2017;2.1;3205.0;3.0;2.0;2.0;0.0;-378.309;1.449.686;False;shed/cinema/jacuzzi
South Melbourne;125 Napier St;2;h;1150000.0;PI;Greg;22/04/2017;2.1;3205.0;2.0;1.0;1.0;91.0;-37.836;1.449.638;False;shed/cinema/jacuzzi
South Melbourne;411/38 Bank St;3;u;710000.0;VB;Greg;29/04/2017;2.1;3205.0;3.0;2.0;2.0;0.0;-378.319;1.449.682;False;shed/cinema/jacuzzi
South Yarra;6/38 Chambers St;3;u;1320000.0;S;RT;06/05/2017;3.3;3141.0;3.0;2.0;2.0;15.0;-378.398;1.449.945;False;shed/cinema/jacuzzi
South Yarra;407/800 Chapel St;1;u;537000.0;S;hockingstuart;06/05/2017;3.3;3141.0;1.0;1.0;1.0;0.0;-378.361;1.449.966;False;shed/cinema/jacuzzi
South Yarra;806/800 Chapel St;2;u;800000.0;VB;Beller;06/05/2017;3.3;3141.0;2.0;2.0;2.0;0.0;-378.361;1.449.966;False;shed/cinema/jacuzzi
South Yarra;1/52 Caroline St;1;u;410000.0;S;hockingstuart;08/04/2017;3.3;3141.0;1.0;1.0;0.0;0.0;-378.378;1.449.883;False;shed/cinema/jacuzzi
South Yarra;10/14 Cromwell Rd;2;u;499000.0;S;hockingstuart;08/04/2017;3.3;3141.0;2.0;1.0;1.0;0.0;-378.452;1.450.001;False;shed/cinema/jacuzzi
South Yarra;14 Moore St;2;h;1214000.0;S;hockingstuart;08/04/2017;3.3;3141.0;2.0;1.0;0.0;161.0;-378.454;1.449.891;False;shed/cinema/jacuzzi
South Yarra;9/384 Toorak Rd;2;u;485000.0;PI;Biggin;08/04/2017;3.3;3141.0;2.0;1.0;0.0;5467.0;-378.406;1.450.035;False;shed/cinema/jacuzzi
South Yarra;2/63 Domain St;3;u;920000.0;S;Williams;13/05/2017;3.3;3141.0;3.0;1.0;1.0;0.0;-37.836;1.449.782;False;shed/cinema/jacuzzi
South Yarra;30/30 Murphy St;2;u;615000.0;S;hockingstuart;13/05/2017;3.3;3141.0;2.0;1.0;1.0;0.0;-37.837;1.449.907;False;shed/cinema/jacuzzi
South Yarra;3/555 Punt Rd;2;u;642000.0;S;Kay;13/05/2017;3.3;3141.0;2.0;1.0;1.0;595.0;-378.422;1.449.855;False;shed/cinema/jacuzzi
South Yarra;65 Caroline St;3;t;3475000.0;S;Marshall;20/05/2017;3.3;3141.0;3.0;3.0;1.0;296.0;-378.366;1.449.882;False;shed/cinema/jacuzzi
South Yarra;7 Cassell St;2;h;1710000.0;PI;Jellis;20/05/2017;3.3;3141.0;2.0;2.0;0.0;208.0;-378.433;1.450.024;False;shed/cinema/jacuzzi
South Yarra;26 Howitt St;2;u;851000.0;S;Biggin;20/05/2017;3.3;3141.0;2.0;1.0;1.0;284.0;-378.471;1.450.019;False;shed/cinema/jacuzzi
South Yarra;30 Nicholson St;3;t;2030000.0;S;Kay;20/05/2017;3.3;3141.0;3.0;2.0;2.0;201.0;-378.428;1.449.877;False;shed/cinema/jacuzzi
South Yarra;9 Nicholson St;2;h;1405000.0;S;Beller;22/04/2017;3.3;3141.0;2.0;1.0;0.0;219.0;-378.424;1.449.867;False;shed/cinema/jacuzzi
South Yarra;403/79 River St;2;u;850000.0;S;hockingstuart;22/04/2017;3.3;3141.0;2.0;2.0;2.0;17200.0;-378.361;1.449.966;False;shed/cinema/jacuzzi
South Yarra;5/9 Rockley Rd;2;u;792500.0;S;Jellis;22/04/2017;3.3;3141.0;2.0;1.0;1.0;0.0;-378.383;1.449.995;False;shed/cinema/jacuzzi
South Yarra;13/47 Marne St;1;u;390500.0;SP;hockingstuart;29/04/2017;3.3;3141.0;1.0;1.0;0.0;775.0;-378.354;144.984;False;shed/cinema/jacuzzi
South Yarra;9/21 Park La;3;u;2050000.0;S;Kay;29/04/2017;3.3;3141.0;3.0;2.0;2.0;3197.0;-378.446;1.449.844;False;shed/cinema/jacuzzi
South Yarra;1/215 Williams Rd;2;u;595000.0;S;Kay;29/04/2017;3.3;3141.0;2.0;1.0;2.0;0.0;-378.447;1.450.037;False;shed/cinema/jacuzzi
St Kilda;5/18 Barkly St;1;u;346000.0;SP;Buxton;06/05/2017;6.1;3182.0;1.0;1.0;1.0;678.0;-378.585;144.983;False;shed/cinema/jacuzzi
St Kilda;22/3 Alfred Sq;1;u;520000.0;S;hockingstuart;08/04/2017;6.1;3182.0;1.0;1.0;1.0;2422.0;-378.644;1.449.741;False;shed/cinema/jacuzzi
St Kilda;11/52 Alma Rd;1;u;320000.0;VB;hockingstuart;08/04/2017;6.1;3182.0;1.0;1.0;1.0;1036.0;-378.607;1.449.873;False;shed/cinema/jacuzzi
St Kilda;13/220 Barkly St;2;u;610500.0;SP;Buxton;08/04/2017;6.1;3182.0;2.0;2.0;1.0;2920.0;-378.709;1.449.807;False;shed/cinema/jacuzzi
St Kilda;22/14 Crimea St;1;u;350000.0;VB;hockingstuart;08/04/2017;6.1;3182.0;1.0;1.0;1.0;1236.0;-378.585;1.449.884;False;shed/cinema/jacuzzi
St Kilda;23A Havelock St;2;h;1120000.0;S;hockingstuart;08/04/2017;6.1;3182.0;2.0;1.0;0.0;135.0;-378.661;1.449.802;False;shed/cinema/jacuzzi
St Kilda;2/25 Acland St;2;t;1077000.0;S;Marshall;13/05/2017;6.1;3182.0;2.0;1.0;1.0;455.0;-378.636;1.449.749;False;shed/cinema/jacuzzi
St Kilda;34 Acland St;2;h;1301000.0;S;Wilson;13/05/2017;6.1;3182.0;2.0;1.0;1.0;165.0;-378.658;1.449.774;False;shed/cinema/jacuzzi
St Kilda;25 Fawkner St;2;h;1440000.0;S;Marshall;13/05/2017;6.1;3182.0;2.0;1.0;2.0;194.0;-378.658;1.449.795;False;shed/cinema/jacuzzi
St Kilda;15/20 Princes St;2;u;680000.0;S;Buxton;20/05/2017;6.1;3182.0;2.0;1.0;0.0;0.0;-37.859;1.449.816;False;shed/cinema/jacuzzi
St Kilda;63 Chapel St;3;h;1361000.0;S;Buxton;22/04/2017;6.1;3182.0;3.0;1.0;0.0;246.0;-378.635;144.991;False;shed/cinema/jacuzzi
St Kilda;7/29 Marine Pde;3;u;1000000.0;SP;McGrath;22/04/2017;6.1;3182.0;3.0;1.0;0.0;0.0;-378.718;1.449.767;False;shed/cinema/jacuzzi
St Kilda;11/74 Barkly St;2;u;902000.0;S;McGrath;29/04/2017;6.1;3182.0;2.0;1.0;1.0;18.0;-378.624;1.449.823;False;shed/cinema/jacuzzi
St Kilda;1/23 Eildon Rd;3;u;1190000.0;S;Gary;29/04/2017;6.1;3182.0;3.0;1.0;1.0;460.0;-378.623;1.449.772;False;shed/cinema/jacuzzi
St Kilda;5 Octavia St;2;h;920000.0;S;hockingstuart;29/04/2017;6.1;3182.0;2.0;1.0;0.0;190.0;-378.579;1.449.844;False;shed/cinema/jacuzzi
St Kilda;105/60 Wellington St;2;u;482000.0;S;McGrath;29/04/2017;6.1;3182.0;2.0;1.0;1.0;0.0;-37.857;1.449.867;False;shed/cinema/jacuzzi
St Kilda;35 Wordsworth St;4;h;2260000.0;S;McGrath;29/04/2017;6.1;3182.0;4.0;2.0;1.0;297.0;-378.729;1.449.794;False;shed/cinema/jacuzzi
Strathmore;18 Strathaird St;4;h;810000.0;PI;Nelson;06/05/2017;9.7;3041.0;4.0;1.0;1.0;543.0;-377.199;1.449.044;False;shed/cinema/jacuzzi
Strathmore;8 Jones Ct;3;h;1021000.0;S;Considine;08/04/2017;9.7;3041.0;3.0;2.0;2.0;371.0;-377.229;1.449.055;False;shed/cinema/jacuzzi
Strathmore;12 Loeman St;3;t;925000.0;S;Frank;08/04/2017;9.7;3041.0;3.0;3.0;1.0;555.0;-377.345;1.449.228;False;shed/cinema/jacuzzi
Strathmore;186 Mascoma St;5;h;910000.0;SP;Brad;08/04/2017;9.7;3041.0;5.0;2.0;2.0;533.0;-377.189;1.449.044;False;shed/cinema/jacuzzi
Strathmore;221 Mascoma St;3;h;900000.0;VB;Nelson;13/05/2017;9.7;3041.0;3.0;1.0;2.0;531.0;-377.192;1.449.045;False;shed/cinema/jacuzzi
Strathmore;1 Lebanon St;3;h;995000.0;SP;Jellis;20/05/2017;9.7;3041.0;3.0;2.0;3.0;653.0;-377.296;1.449.225;False;shed/cinema/jacuzzi
Strathmore;68 Willonga St;5;h;1150000.0;SP;Brad;20/05/2017;9.7;3041.0;5.0;2.0;2.0;702.0;-377.253;1.449.146;False;shed/cinema/jacuzzi
Sunshine;54 Ardoyne St;3;h;940000.0;S;Douglas;06/05/2017;12.6;3020.0;3.0;2.0;2.0;572.0;-377.966;1.448.256;False;shed/cinema/jacuzzi
Sunshine;138 Devonshire Rd;4;h;726000.0;S;YPA;06/05/2017;12.6;3020.0;4.0;2.0;0.0;567.0;-377.866;1.448.458;False;shed/cinema/jacuzzi
Sunshine;27 Parsons St;3;h;950000.0;S;Douglas;06/05/2017;12.6;3020.0;3.0;1.0;1.0;725.0;-377.918;1.448.419;False;shed/cinema/jacuzzi
Sunshine;14 Baker St;4;h;760000.0;S;Douglas;08/04/2017;12.6;3020.0;4.0;1.0;5.0;650.0;-377.867;1.448.437;False;shed/cinema/jacuzzi
Sunshine;2 Colin St;4;h;990000.0;S;FN;08/04/2017;12.6;3020.0;4.0;1.0;6.0;654.0;-377.803;1.448.415;False;shed/cinema/jacuzzi
Sunshine;10 Dundalk St;3;h;651500.0;S;Barry;08/04/2017;12.6;3020.0;3.0;1.0;1.0;555.0;-377.988;144.822;False;shed/cinema/jacuzzi
Sunshine;2 Islington St;4;h;970000.0;S;Douglas;22/04/2017;12.6;3020.0;4.0;1.0;4.0;615.0;-37.785;1.448.383;False;shed/cinema/jacuzzi
Sunshine;3 Mellor St;3;h;841000.0;S;Douglas;22/04/2017;12.6;3020.0;3.0;1.0;2.0;557.0;-377.811;1.448.373;False;shed/cinema/jacuzzi
Sunshine;69 Duke St;3;h;710000.0;S;Village;29/04/2017;12.6;3020.0;3.0;1.0;0.0;483.0;-377.875;1.448.456;False;shed/cinema/jacuzzi
Sunshine;73 Monash St;3;h;840000.0;PI;FN;29/04/2017;12.6;3020.0;3.0;1.0;1.0;462.0;-377.894;1.448.383;False;shed/cinema/jacuzzi
Sunshine;115 Wright St;3;h;660000.0;S;Douglas;29/04/2017;12.6;3020.0;3.0;2.0;2.0;660.0;-377.954;1.448.246;False;shed/cinema/jacuzzi
Sunshine;10 Yewers St;3;h;692000.0;S;FN;29/04/2017;12.6;3020.0;3.0;1.0;1.0;485.0;-377.868;1.448.428;False;shed/cinema/jacuzzi
Sunshine North;25 Lincoln St;3;h;830000.0;S;Douglas;06/05/2017;13.3;3020.0;3.0;1.0;2.0;608.0;-377.743;1.448.446;False;shed/cinema/jacuzzi
Sunshine North;19 Plymouth Cl;3;h;600000.0;S;Douglas;06/05/2017;13.3;3020.0;3.0;1.0;2.0;465.0;-377.549;1.448.304;False;shed/cinema/jacuzzi
Sunshine North;25 Downing St;3;h;718000.0;S;Douglas;13/05/2017;13.3;3020.0;3.0;1.0;2.0;551.0;-37.771;1.448.389;False;shed/cinema/jacuzzi
Sunshine North;3 Belmore Rd;4;h;775000.0;S;Douglas;29/04/2017;13.3;3020.0;4.0;1.0;2.0;665.0;-377.662;1.448.383;False;shed/cinema/jacuzzi
Sunshine North;90 McIntyre Rd;3;h;490000.0;PI;Douglas;29/04/2017;13.3;3020.0;3.0;1.0;1.0;546.0;-377.676;1.448.307;False;shed/cinema/jacuzzi
Sunshine West;32 Killara St;3;h;716000.0;S;Barry;06/05/2017;13.5;3020.0;3.0;1.0;1.0;534.0;-377.886;144.821;False;shed/cinema/jacuzzi
Sunshine West;7 Foxcroft Ct;3;h;511000.0;S;Barry;08/04/2017;13.5;3020.0;3.0;2.0;2.0;519.0;-377.997;1.447.968;False;shed/cinema/jacuzzi
Sunshine West;1/10 Fremont Pde;4;h;515000.0;SP;Brad;08/04/2017;13.5;3020.0;4.0;2.0;2.0;332.0;-377.962;1.448.064;False;shed/cinema/jacuzzi
Sunshine West;27 Warmington Rd;3;h;530000.0;S;Barry;08/04/2017;13.5;3020.0;3.0;1.0;1.0;573.0;-378.017;1.448.258;False;shed/cinema/jacuzzi
Sunshine West;91 Hilma St;4;h;685000.0;S;Bells;13/05/2017;13.5;3020.0;4.0;2.0;2.0;572.0;-377.912;1.447.979;False;shed/cinema/jacuzzi
Sunshine West;13 Murray St;3;h;700000.0;PI;Douglas;22/04/2017;13.5;3020.0;3.0;1.0;2.0;701.0;-377.889;1.448.047;False;shed/cinema/jacuzzi
Sunshine West;133 David Dr;3;t;521000.0;S;Bells;29/04/2017;13.5;3020.0;3.0;3.0;2.0;134.0;-37.79;1.447.886;False;shed/cinema/jacuzzi
Sunshine West;100 Links St;3;h;571000.0;S;GL;29/04/2017;13.5;3020.0;3.0;1.0;1.0;757.0;-377.845;1.448.088;False;shed/cinema/jacuzzi
Sunshine West;7 The Mews;3;h;710000.0;SP;S&L;29/04/2017;13.5;3020.0;3.0;1.0;4.0;990.0;-377.928;1.448.068;False;shed/cinema/jacuzzi
Surrey Hills;3/700 Canterbury Rd;2;u;682000.0;S;Ham;06/05/2017;11.2;3127.0;2.0;1.0;2.0;119.0;-378.271;1.451.032;False;shed/cinema/jacuzzi
Surrey Hills;61 Broughton Rd;3;h;1525000.0;S;Fletchers;13/05/2017;11.2;3127.0;3.0;2.0;2.0;347.0;-378.323;145.105;False;shed/cinema/jacuzzi
Surrey Hills;18 Empress Rd;2;h;1260000.0;SP;Jellis;13/05/2017;11.2;3127.0;2.0;1.0;0.0;269.0;-378.201;1.450.887;False;shed/cinema/jacuzzi
Surrey Hills;1/6 Blackburn St;2;h;1250000.0;SP;Fletchers;20/05/2017;11.2;3127.0;2.0;2.0;1.0;323.0;-37.823;1.450.993;False;shed/cinema/jacuzzi
Surrey Hills;26 Everton Gr;4;h;1490000.0;S;Noel;20/05/2017;11.2;3127.0;4.0;1.0;4.0;605.0;-378.292;1.451.053;False;shed/cinema/jacuzzi
Surrey Hills;6A Thistle St;4;h;1600000.0;PI;Marshall;20/05/2017;11.2;3127.0;4.0;1.0;2.0;600.0;-378.327;1.450.976;False;shed/cinema/jacuzzi
Surrey Hills;68 Weybridge St;3;h;1652000.0;S;Kay;20/05/2017;11.2;3127.0;3.0;2.0;2.0;368.0;-378.176;1.450.882;False;shed/cinema/jacuzzi
Surrey Hills;8 Durham Rd;4;h;2370000.0;PI;Jellis;29/04/2017;11.2;3127.0;4.0;3.0;2.0;773.0;-378.263;1.450.911;False;shed/cinema/jacuzzi
Templestowe Lower;2/92 Foote St;3;t;940000.0;PI;Jellis;06/05/2017;13.8;3107.0;3.0;2.0;3.0;281.0;-377.586;1.451.211;False;shed/cinema/jacuzzi
Templestowe Lower;6 Jean St;3;h;1503500.0;S;Noel;06/05/2017;13.8;3107.0;3.0;1.0;1.0;907.0;-377.628;1.451.185;False;shed/cinema/jacuzzi
Templestowe Lower;8 Esther St;3;t;950000.0;VB;hockingstuart;08/04/2017;13.8;3107.0;3.0;2.0;2.0;306.0;-377.658;1.451.014;False;shed/cinema/jacuzzi
Templestowe Lower;4 Michael St;3;h;1370000.0;S;Barry;08/04/2017;13.8;3107.0;3.0;1.0;2.0;743.0;-377.703;1.451.086;False;shed/cinema/jacuzzi
Templestowe Lower;5 Fran Ct;4;h;1181000.0;SP;Parkes;13/05/2017;13.8;3107.0;4.0;2.0;2.0;805.0;-377.565;1.451.067;False;shed/cinema/jacuzzi
Templestowe Lower;21 Rooney St;3;h;1385000.0;S;Barry;13/05/2017;13.8;3107.0;3.0;1.0;2.0;745.0;-37.769;1.451.108;False;shed/cinema/jacuzzi
Templestowe Lower;258 Thompsons Rd;3;h;1180000.0;S;Philip;20/05/2017;13.8;3107.0;3.0;1.0;3.0;655.0;-377.685;1.451.026;False;shed/cinema/jacuzzi
Templestowe Lower;254 Thompsons Rd;4;h;1302000.0;S;Ray;22/04/2017;13.8;3107.0;4.0;2.0;2.0;650.0;-377.686;1.451.023;False;shed/cinema/jacuzzi
Templestowe Lower;11 Airdrie Ct;5;h;1775000.0;S;Jellis;29/04/2017;13.8;3107.0;5.0;4.0;2.0;501.0;-37.762;1.451.244;False;shed/cinema/jacuzzi
Thornbury;177 Raleigh St;3;h;1750000.0;S;McGrath;06/05/2017;6.5;3071.0;3.0;1.0;3.0;712.0;-377.598;1.450.118;False;shed/cinema/jacuzzi
Thornbury;129 Collins St;3;h;1345000.0;S;Love;08/04/2017;6.5;3071.0;3.0;2.0;4.0;584.0;-377.555;1.450.152;False;shed/cinema/jacuzzi
Thornbury;104 Mansfield St;3;h;1080000.0;S;Miles;08/04/2017;6.5;3071.0;3.0;1.0;1.0;408.0;-377.573;1.450.083;False;shed/cinema/jacuzzi
Thornbury;145 Shaftesbury Pde;3;h;1195000.0;S;Love;08/04/2017;6.5;3071.0;3.0;1.0;2.0;463.0;-377.593;1.449.885;False;shed/cinema/jacuzzi
Thornbury;4/2 Strettle St;2;u;716000.0;S;Love;08/04/2017;6.5;3071.0;2.0;1.0;1.0;0.0;-377.554;144.982;False;shed/cinema/jacuzzi
Thornbury;9 Ethel St;3;t;865000.0;S;buyMyplace;13/05/2017;6.5;3071.0;3.0;2.0;2.0;194.0;-377.538;1.449.991;False;shed/cinema/jacuzzi
Thornbury;1/73 Flinders St;2;u;462000.0;S;Nelson;13/05/2017;6.5;3071.0;2.0;1.0;1.0;0.0;-377.561;1.450.067;False;shed/cinema/jacuzzi
Thornbury;107 Hutton St;3;h;1100000.0;PI;Woodards;13/05/2017;6.5;3071.0;3.0;2.0;1.0;359.0;-377.551;1.449.916;False;shed/cinema/jacuzzi
Thornbury;221 Mansfield St;4;h;1635000.0;S;Jellis;13/05/2017;6.5;3071.0;4.0;2.0;2.0;464.0;-377.579;1.450.169;False;shed/cinema/jacuzzi
Thornbury;3/1 Smith St;3;t;998000.0;SP;Jellis;13/05/2017;6.5;3071.0;3.0;2.0;1.0;0.0;-377.579;145.0;False;shed/cinema/jacuzzi
Thornbury;3/31 Clapham St;2;u;600000.0;S;Love;20/05/2017;6.5;3071.0;2.0;1.0;1.0;0.0;-377.549;1.449.979;False;shed/cinema/jacuzzi
Thornbury;35D Clapham St;3;h;1346000.0;S;Nelson;20/05/2017;6.5;3071.0;3.0;2.0;2.0;349.0;-377.544;144.998;False;shed/cinema/jacuzzi
Thornbury;171 Mansfield St;3;h;1130000.0;S;Jellis;20/05/2017;6.5;3071.0;3.0;1.0;1.0;381.0;-377.575;1.450.128;False;shed/cinema/jacuzzi
Thornbury;292 Rathmines St;3;h;1275000.0;PI;Jellis;20/05/2017;6.5;3071.0;3.0;1.0;2.0;517.0;-377.638;1.450.182;False;shed/cinema/jacuzzi
Thornbury;10 Speight St;3;h;1200000.0;S;Woodards;20/05/2017;6.5;3071.0;3.0;1.0;1.0;447.0;-377.622;1.450.074;False;shed/cinema/jacuzzi
Thornbury;140 Dundas St;2;h;915000.0;S;Love;22/04/2017;6.5;3071.0;2.0;1.0;1.0;502.0;-377.541;145.016;False;shed/cinema/jacuzzi
Thornbury;199 Mansfield St;1;u;300000.0;SP;McGrath;22/04/2017;6.5;3071.0;1.0;1.0;1.0;948.0;-377.577;1.450.151;False;shed/cinema/jacuzzi
Thornbury;1/44 Hammond St;3;u;880000.0;SP;McGrath;29/04/2017;6.5;3071.0;3.0;1.0;2.0;242.0;-377.639;1.450.135;False;shed/cinema/jacuzzi
Thornbury;58 Leinster Gr;2;t;960000.0;S;Jellis;29/04/2017;6.5;3071.0;2.0;2.0;2.0;158.0;-377.587;1.449.881;False;shed/cinema/jacuzzi
Thornbury;5 Shaftesbury Pde;2;h;1260000.0;S;Nelson;29/04/2017;6.5;3071.0;2.0;1.0;0.0;317.0;-377.606;1.449.995;False;shed/cinema/jacuzzi
Thornbury;68 Wilmoth St;2;h;1100000.0;SP;McGrath;29/04/2017;6.5;3071.0;3.0;1.0;1.0;330.0;-377.629;1.450.165;False;shed/cinema/jacuzzi
Viewbank;8 Graham Rd;3;h;810000.0;VB;Miles;06/05/2017;13.8;3084.0;3.0;1.0;1.0;667.0;-37.743;1.450.839;False;shed/cinema/jacuzzi
Viewbank;23 Kuranga Rd;4;h;1140000.0;S;Miles;08/04/2017;13.8;3084.0;4.0;2.0;4.0;863.0;-377.317;1.450.952;False;shed/cinema/jacuzzi
Viewbank;6 Dawn Ct;4;h;1003000.0;S;Nelson;20/05/2017;13.8;3084.0;4.0;2.0;2.0;619.0;-377.355;1.450.928;False;shed/cinema/jacuzzi
Viewbank;9 Rockaway Dr;4;h;1155000.0;PI;Fletchers;22/04/2017;13.8;3084.0;4.0;2.0;3.0;780.0;-377.308;1.450.932;False;shed/cinema/jacuzzi
Watsonia;60 Orana Dr;3;h;880000.0;S;Barry;06/05/2017;14.9;3087.0;3.0;1.0;4.0;555.0;-37.713;1.450.894;False;shed/cinema/jacuzzi
Watsonia;5 Regis Ct;5;h;826000.0;S;Barry;06/05/2017;14.9;3087.0;5.0;1.0;2.0;545.0;-37.705;1.450.825;False;shed/cinema/jacuzzi
Watsonia;2/42 Wattle Dr;3;h;677500.0;S;Buckingham;08/04/2017;14.9;3087.0;3.0;1.0;2.0;245.0;-37.716;1.450.769;False;shed/cinema/jacuzzi
Watsonia;25 Bungay St;4;h;761000.0;S;LJ;22/04/2017;14.9;3087.0;4.0;1.0;2.0;696.0;-377.054;1.450.809;False;shed/cinema/jacuzzi
Watsonia;8 Castlereagh Pl;3;h;715000.0;SP;Barry;22/04/2017;14.9;3087.0;3.0;1.0;2.0;312.0;-377.031;1.450.773;False;shed/cinema/jacuzzi
Watsonia;5 Daours Ct;4;h;932500.0;S;Miles;22/04/2017;14.9;3087.0;4.0;2.0;2.0;585.0;-377.154;1.450.777;False;shed/cinema/jacuzzi
Watsonia;25 High St;3;h;895000.0;S;Barry;29/04/2017;14.9;3087.0;3.0;1.0;2.0;775.0;-377.075;1.450.807;False;shed/cinema/jacuzzi
West Footscray;61 Clive St;4;h;1435000.0;S;Village;06/05/2017;8.2;3012.0;4.0;2.0;2.0;523.0;-37.798;1.448.728;False;shed/cinema/jacuzzi
West Footscray;4/8 Margot St;2;h;470000.0;SP;Greg;06/05/2017;8.2;3012.0;2.0;1.0;1.0;0.0;-378.088;1.448.715;False;shed/cinema/jacuzzi
West Footscray;6/350 Somerville Rd;2;h;502000.0;S;Sweeney;06/05/2017;8.2;3012.0;2.0;1.0;1.0;2701.0;-378.109;1.448.684;False;shed/cinema/jacuzzi
West Footscray;2/663 Barkly St;3;u;580000.0;SP;Jas;08/04/2017;8.2;3012.0;2.0;1.0;0.0;183.0;-377.968;1.448.708;False;shed/cinema/jacuzzi
West Footscray;4/667 Barkly St;1;u;375000.0;S;Burnham;08/04/2017;8.2;3012.0;1.0;1.0;1.0;60.0;-377.971;1.448.703;False;shed/cinema/jacuzzi
West Footscray;17 Braid St;2;h;650000.0;VB;Sweeney;08/04/2017;8.2;3012.0;2.0;1.0;1.0;452.0;-37.804;1.448.772;False;shed/cinema/jacuzzi
West Footscray;17/24 Dongola Rd;3;t;815000.0;S;McGrath;08/04/2017;8.2;3012.0;3.0;1.0;2.0;203.0;-377.928;1.448.811;False;shed/cinema/jacuzzi
West Footscray;10 Neil St;4;h;970000.0;PI;Biggin;08/04/2017;8.2;3012.0;4.0;1.0;2.0;528.0;-377.969;1.448.647;False;shed/cinema/jacuzzi
West Footscray;15 Rupert St;4;h;1325000.0;S;hockingstuart;08/04/2017;8.2;3012.0;4.0;2.0;4.0;525.0;-377.994;1.448.763;False;shed/cinema/jacuzzi
West Footscray;25 Tucker St;3;h;890000.0;S;Biggin;13/05/2017;8.2;3012.0;3.0;1.0;3.0;334.0;-377.916;1.448.762;False;shed/cinema/jacuzzi
West Footscray;16 Dove St;3;h;900000.0;S;hockingstuart;20/05/2017;8.2;3012.0;3.0;1.0;0.0;218.0;-377.963;1.448.801;False;shed/cinema/jacuzzi
West Footscray;4/38 Hampton Pde;2;u;266000.0;S;Sweeney;20/05/2017;8.2;3012.0;2.0;1.0;1.0;1059.0;-378.062;1.448.665;False;shed/cinema/jacuzzi
West Footscray;16 Hope St;3;h;830000.0;PI;Burnham;20/05/2017;8.2;3012.0;3.0;1.0;0.0;370.0;-377.916;1.448.715;False;shed/cinema/jacuzzi
